# E(eV)          SpinUpDos SpinDownDos
-101.939420974598874636  0.000000000000000000 0.000000000000000000
-101.929420974681931966  0.000000000000000000 0.000000000000000000
-101.919420974764975085  0.000000000000000000 0.000000000000000000
-101.909420974848032415  0.000000000000000000 0.000000000000000000
-101.899420974931075534  0.000000000000000000 0.000000000000000000
-101.889420975014132864  0.000000000000000000 0.000000000000000000
-101.879420975097175983  0.000000000000000000 0.000000000000000000
-101.869420975180219102  0.000000000000000000 0.000000000000000000
-101.859420975263276432  0.000000000000000000 0.000000000000000000
-101.849420975346319551  0.000000000000000000 0.000000000000000000
-101.839420975429376881  0.000000000000000000 0.000000000000000000
-101.829420975512420000  0.000000000000000000 0.000000000000000000
-101.819420975595463119  0.000000000000000000 0.000000000000000000
-101.809420975678520449  0.000000000000000000 0.000000000000000000
-101.799420975761563568  0.000000000000000000 0.000000000000000000
-101.789420975844620898  0.000000000000000000 0.000000000000000000
-101.779420975927664017  0.000000000000000000 0.000000000000000000
-101.769420976010707136  0.000000000000000000 0.000000000000000000
-101.759420976093764466  0.000000000000000000 0.000000000000000000
-101.749420976176807585  0.000000000000000000 0.000000000000000000
-101.739420976259864915  0.000000000000000000 0.000000000000000000
-101.729420976342908034  0.000000000000000000 0.000000000000000000
-101.719420976425951153  0.000000000000000000 0.000000000000000000
-101.709420976509008483  0.000000000000000000 0.000000000000000000
-101.699420976592051602  0.000000000000000000 0.000000000000000000
-101.689420976675108932  0.000000000000000000 0.000000000000000000
-101.679420976758152051  0.000000000000000000 0.000000000000000000
-101.669420976841209381  0.000000000000000000 0.000000000000000000
-101.659420976924252500  0.000000000000000000 0.000000000000000000
-101.649420977007295619  0.000000000000000000 0.000000000000000000
-101.639420977090352949  0.000000000000000000 0.000000000000000000
-101.629420977173396068  0.000000000000000000 0.000000000000000000
-101.619420977256453398  0.000000000000000000 0.000000000000000000
-101.609420977339496517  0.000000000000000000 0.000000000000000000
-101.599420977422539636  0.000000000000000000 0.000000000000000000
-101.589420977505596966  0.000000000000000000 0.000000000000000000
-101.579420977588640085  0.000000000000000000 0.000000000000000000
-101.569420977671697415  0.000000000000000000 0.000000000000000000
-101.559420977754740534  0.000000000000000000 0.000000000000000000
-101.549420977837783653  0.000000000000000000 0.000000000000000000
-101.539420977920840983  0.000000000000000000 0.000000000000000000
-101.529420978003884102  0.000000000000000000 0.000000000000000000
-101.519420978086941432  0.000000000000000000 0.000000000000000000
-101.509420978169984551  0.000000000000000000 0.000000000000000000
-101.499420978253041881  0.000000000000000000 0.000000000000000000
-101.489420978336085000  0.000000000000000000 0.000000000000000000
-101.479420978419128119  0.000000000000000000 0.000000000000000000
-101.469420978502185449  0.000000000000000000 0.000000000000000000
-101.459420978585228568  0.000000000000000000 0.000000000000000000
-101.449420978668285898  0.000000000000000000 0.000000000000000000
-101.439420978751329017  0.000000000000000000 0.000000000000000000
-101.429420978834372136  0.000000000000000000 0.000000000000000000
-101.419420978917429466  0.000000000000000000 0.000000000000000000
-101.409420979000472585  0.000000000000000000 0.000000000000000000
-101.399420979083529915  0.000000000000000000 0.000000000000000000
-101.389420979166573034  0.000000000000000000 0.000000000000000000
-101.379420979249616153  0.000000000000000000 0.000000000000000000
-101.369420979332673483  0.000000000000000000 0.000000000000000000
-101.359420979415716602  0.000000000000000000 0.000000000000000000
-101.349420979498773931  0.000000000000000000 0.000000000000000000
-101.339420979581817051  0.000000000000000000 0.000000000000000000
-101.329420979664860170  0.000000000000000000 0.000000000000000000
-101.319420979747917499  0.000000000000000000 0.000000000000000000
-101.309420979830960619  0.000000000000000000 0.000000000000000000
-101.299420979914017948  0.000000000000000000 0.000000000000000000
-101.289420979997061067  0.000000000000000000 0.000000000000000000
-101.279420980080118397  0.000000000000000000 0.000000000000000000
-101.269420980163161516  0.000000000000000000 0.000000000000000000
-101.259420980246204635  0.000000000000000000 0.000000000000000000
-101.249420980329261965  0.000000000000000000 0.000000000000000000
-101.239420980412305084  0.000000000000000000 0.000000000000000000
-101.229420980495362414  0.000000000000000000 0.000000000000000000
-101.219420980578405533  0.000000000000000000 0.000000000000000000
-101.209420980661448652  0.000000000000000000 0.000000000000000000
-101.199420980744505982  0.000000000000000000 0.000000000000000000
-101.189420980827549101  0.000000000000000000 0.000000000000000000
-101.179420980910606431  0.000000000000000000 0.000000000000000000
-101.169420980993649550  0.000000000000000000 0.000000000000000000
-101.159420981076692669  0.000000000000000000 0.000000000000000000
-101.149420981159749999  0.000000000000000000 0.000000000000000000
-101.139420981242793118  0.000000000000000000 0.000000000000000000
-101.129420981325850448  0.000000000000000000 0.000000000000000000
-101.119420981408893567  0.000000000000000000 0.000000000000000000
-101.109420981491950897  0.000000000000000000 0.000000000000000000
-101.099420981575008227  0.000000000000000000 0.000000000000000000
-101.089420981658051346  0.000000000000000000 0.000000000000000000
-101.079420981741108676  0.000000000000000000 0.000000000000000000
-101.069420981824151795  0.000000000000000000 0.000000000000000000
-101.059420981907194914  0.000000000000000000 0.000000000000000000
-101.049420981990252244  0.000000000000000000 0.000000000000000000
-101.039420982073295363  0.000000000000000000 0.000000000000000000
-101.029420982156352693  0.000000000000000000 0.000000000000000000
-101.019420982239395812  0.000000000000000000 0.000000000000000000
-101.009420982322438931  0.000000000000000000 0.000000000000000000
-100.999420982405496261  0.000000000000000000 0.000000000000000000
-100.989420982488539380  0.000000000000000000 0.000000000000000000
-100.979420982571596710  0.000000000000000000 0.000000000000000000
-100.969420982654639829  0.000000000000000000 0.000000000000000000
-100.959420982737697159  0.000000000000000000 0.000000000000000000
-100.949420982820740278  0.000000000000000000 0.000000000000000000
-100.939420982903783397  0.000000000000000000 0.000000000000000000
-100.929420982986840727  0.000000000000000000 0.000000000000000000
-100.919420983069883846  0.000000000000000000 0.000000000000000000
-100.909420983152941176  0.000000000000000000 0.000000000000000000
-100.899420983235984295  0.000000000000000000 0.000000000000000000
-100.889420983319027414  0.000000000000000000 0.000000000000000000
-100.879420983402084744  0.000000000000000000 0.000000000000000000
-100.869420983485127863  0.000000000000000000 0.000000000000000000
-100.859420983568185193  0.000000000000000000 0.000000000000000000
-100.849420983651228312  0.000000000000000000 0.000000000000000000
-100.839420983734271431  0.000000000000000000 0.000000000000000000
-100.829420983817328761  0.000000000000000000 0.000000000000000000
-100.819420983900371880  0.000000000000000000 0.000000000000000000
-100.809420983983429210  0.000000000000000000 0.000000000000000000
-100.799420984066472329  0.000000000000000000 0.000000000000000000
-100.789420984149515448  0.000000000000000000 0.000000000000000000
-100.779420984232572778  0.000000000000000000 0.000000000000000000
-100.769420984315615897  0.000000000000000000 0.000000000000000000
-100.759420984398673227  0.000000000000000000 0.000000000000000000
-100.749420984481716346  0.000000000000000000 0.000000000000000000
-100.739420984564773676  0.000000000000000000 0.000000000000000000
-100.729420984647816795  0.000000000000000000 0.000000000000000000
-100.719420984730859914  0.000000000000000000 0.000000000000000000
-100.709420984813917244  0.000000000000000000 0.000000000000000000
-100.699420984896960363  0.000000000000000000 0.000000000000000000
-100.689420984980017693  0.000000000000000000 0.000000000000000000
-100.679420985063060812  0.000000000000000000 0.000000000000000000
-100.669420985146103931  0.000000000000000000 0.000000000000000000
-100.659420985229161261  0.000000000000000000 0.000000000000000000
-100.649420985312204380  0.000000000000000000 0.000000000000000000
-100.639420985395261710  0.000000000000000000 0.000000000000000000
-100.629420985478304829  0.000000000000000000 0.000000000000000000
-100.619420985561347948  0.000000000000000000 0.000000000000000000
-100.609420985644405278  0.000000000000000000 0.000000000000000000
-100.599420985727448397  0.000000000000000000 0.000000000000000000
-100.589420985810505726  0.000000000000000000 0.000000000000000000
-100.579420985893548846  0.000000000000000000 0.000000000000000000
-100.569420985976591965  0.000000000000000000 0.000000000000000000
-100.559420986059649294  0.000000000000000000 0.000000000000000000
-100.549420986142692414  0.000000000000000000 0.000000000000000000
-100.539420986225749743  0.000000000000000000 0.000000000000000000
-100.529420986308792862  0.000000000000000000 0.000000000000000000
-100.519420986391850192  0.000000000000000000 0.000000000000000000
-100.509420986474893311  0.000000000000000000 0.000000000000000000
-100.499420986557936430  0.000000000000000000 0.000000000000000000
-100.489420986640993760  0.000000000000000000 0.000000000000000000
-100.479420986724036879  0.000000000000000000 0.000000000000000000
-100.469420986807094209  0.000000000000000000 0.000000000000000000
-100.459420986890137328  0.000000000000000000 0.000000000000000000
-100.449420986973180447  0.000000000000000000 0.000000000000000000
-100.439420987056237777  0.000000000000000000 0.000000000000000000
-100.429420987139280896  0.000000000000000000 0.000000000000000000
-100.419420987222338226  0.000000000000000000 0.000000000000000000
-100.409420987305381345  0.000000000000000000 0.000000000000000000
-100.399420987388424464  0.000000000000000000 0.000000000000000000
-100.389420987471481794  0.000000000000000000 0.000000000000000000
-100.379420987554524913  0.000000000000000000 0.000000000000000000
-100.369420987637582243  0.000000000000000000 0.000000000000000000
-100.359420987720625362  0.000000000000000000 0.000000000000000000
-100.349420987803682692  0.000000000000000000 0.000000000000000000
-100.339420987886725811  0.000000000000000000 0.000000000000000000
-100.329420987969768930  0.000000000000000000 0.000000000000000000
-100.319420988052826260  0.000000000000000000 0.000000000000000000
-100.309420988135869379  0.000000000000000000 0.000000000000000000
-100.299420988218926709  0.000000000000000000 0.000000000000000000
-100.289420988301969828  0.000000000000000000 0.000000000000000000
-100.279420988385012947  0.000000000000000000 0.000000000000000000
-100.269420988468070277  0.000000000000000000 0.000000000000000000
-100.259420988551113396  0.000000000000000000 0.000000000000000000
-100.249420988634170726  0.000000000000000000 0.000000000000000000
-100.239420988717213845  0.000000000000000000 0.000000000000000000
-100.229420988800256964  0.000000000000000000 0.000000000000000000
-100.219420988883314294  0.000000000000000000 0.000000000000000000
-100.209420988966357413  0.000000000000000000 0.000000000000000000
